,x,y,m
26823,-48.0,-140.0,1395377.0
26824,-48.0,-139.0,13691835.0
26825,-48.0,-138.0,4922295.0
26826,-48.0,-137.0,15881156.0
26827,-48.0,-136.0,4494927.0
26828,-48.0,-135.0,8812315.0
26829,-48.0,-134.0,9362531.0
26830,-48.0,-133.0,4214790.0
26831,-48.0,-132.0,15680074.0
26832,-48.0,-131.0,9735621.0
26833,-48.0,-130.0,14199556.0
26834,-48.0,-129.0,15407472.0
26835,-48.0,-128.0,13613950.0
26836,-48.0,-127.0,8962026.0
26837,-48.0,-126.0,11525852.0
26838,-48.0,-125.0,14967004.0
26839,-48.0,-124.0,8762196.0
26840,-48.0,-123.0,6821238.0
26841,-48.0,-122.0,14641185.0
26842,-48.0,-121.0,9936436.0
26843,-48.0,-120.0,7560592.0
26844,-48.0,-119.0,4315785.0
26845,-48.0,-118.0,12014953.0
26846,-48.0,-117.0,10810498.0
26847,-48.0,-116.0,14358694.0
26848,-48.0,-115.0,11294739.0
26849,-48.0,-114.0,14539591.0
26850,-48.0,-113.0,17311101.0
26851,-48.0,-112.0,15575930.0
26852,-48.0,-111.0,16419660.0
26853,-48.0,-110.0,14835864.0
26854,-48.0,-109.0,12011777.0
26855,-48.0,-108.0,11644199.0
26856,-48.0,-107.0,17180152.0
26857,-48.0,-106.0,18062171.0
26858,-48.0,-105.0,9305057.0
26859,-48.0,-104.0,20898944.0
26860,-48.0,-103.0,17672930.0
26861,-48.0,-102.0,10770223.0
26862,-48.0,-101.0,15473347.0
26863,-48.0,-100.0,14719248.0
26864,-48.0,-99.0,18478543.0
26865,-48.0,-98.0,13436787.0
26866,-48.0,-97.0,21557869.0
26867,-48.0,-96.0,13900124.0
26868,-48.0,-95.0,18640409.0
26869,-48.0,-94.0,14108449.0
26870,-48.0,-93.0,16246852.0
26871,-48.0,-92.0,19347855.0
26872,-48.0,-91.0,19650622.0
26873,-48.0,-90.0,22327264.0
26874,-48.0,-89.0,7597800.0
26875,-48.0,-88.0,16098030.0
26876,-48.0,-87.0,34152433.0
26877,-48.0,-86.0,13183596.0
26878,-48.0,-85.0,24351149.0
26879,-48.0,-84.0,23070121.0
26880,-48.0,-83.0,17838831.0
26881,-48.0,-82.0,12288351.0
26882,-48.0,-81.0,22728191.0
26883,-48.0,-80.0,15058035.0
26884,-48.0,-79.0,15361432.0
26885,-48.0,-78.0,20284743.0
26886,-48.0,-77.0,19433924.0
26887,-48.0,-76.0,19068017.0
26888,-48.0,-75.0,19729835.0
26889,-48.0,-74.0,21812771.0
26890,-48.0,-73.0,18592012.0
26891,-48.0,-72.0,23210126.0
26892,-48.0,-71.0,28701271.0
26893,-48.0,-70.0,24693431.0
26894,-48.0,-69.0,24446567.0
26895,-48.0,-68.0,17798085.0
26896,-48.0,-67.0,12875629.0
26897,-48.0,-66.0,22857540.0
26898,-48.0,-65.0,21550830.0
26899,-48.0,-64.0,26133654.0
26900,-48.0,-63.0,16999083.0
26901,-48.0,-62.0,21183544.0
26902,-48.0,-61.0,22334754.0
26903,-48.0,-60.0,16939340.0
26904,-48.0,-59.0,19622799.0
26905,-48.0,-58.0,17416804.0
26906,-48.0,-57.0,21843764.0
26907,-48.0,-56.0,25244803.0
26908,-48.0,-55.0,18587259.0
26909,-48.0,-54.0,19649070.0
26910,-48.0,-53.0,23307305.0
26911,-48.0,-52.0,15894105.0
26912,-48.0,-51.0,20791768.0
26913,-48.0,-50.0,13080590.0
26914,-48.0,-49.0,20072207.0
26915,-48.0,-48.0,16035440.0
26916,-48.0,-47.0,24999673.0
26917,-48.0,-46.0,17332545.0
26918,-48.0,-45.0,18348568.0
26919,-48.0,-44.0,21479733.0
26920,-48.0,-43.0,29924002.0
26921,-48.0,-42.0,18883626.0
26922,-48.0,-41.0,22496397.0
26923,-48.0,-40.0,27728048.0
26924,-48.0,-39.0,18369694.0
26925,-48.0,-38.0,30217642.0
26926,-48.0,-37.0,21933890.0
26927,-48.0,-36.0,16038249.0
26928,-48.0,-35.0,30458989.0
26929,-48.0,-34.0,22752350.0
26930,-48.0,-33.0,20413266.0
26931,-48.0,-32.0,22888262.0
26932,-48.0,-31.0,16780501.0
26933,-48.0,-30.0,19395608.0
26934,-48.0,-29.0,30012219.0
26935,-48.0,-28.0,28410474.0
26936,-48.0,-27.0,21319464.0
26937,-48.0,-26.0,25231175.0
26938,-48.0,-25.0,17927667.0
26939,-48.0,-24.0,28797188.0
26940,-48.0,-23.0,21176016.0
26941,-48.0,-22.0,19287956.0
26942,-48.0,-21.0,33941322.0
26943,-48.0,-20.0,22450063.0
26944,-48.0,-19.0,25051407.0
26945,-48.0,-18.0,25020935.0
26946,-48.0,-17.0,22762383.0
26947,-48.0,-16.0,23299673.0
26948,-48.0,-15.0,25711423.0
26949,-48.0,-14.0,31245177.0
26950,-48.0,-13.0,25079305.0
26951,-48.0,-12.0,26466445.0
26952,-48.0,-11.0,23735696.0
26953,-48.0,-10.0,37835322.0
26954,-48.0,-9.0,22534117.0
26955,-48.0,-8.0,23396655.0
26956,-48.0,-7.0,36215922.0
26957,-48.0,-6.0,10614743.0
26958,-48.0,-5.0,35894801.0
26959,-48.0,-4.0,31453132.0
26960,-48.0,-3.0,18905919.0
26961,-48.0,-2.0,20296772.0
26962,-48.0,-1.0,24188569.0
26963,-48.0,0.0,26604766.0
26964,-48.0,1.0,33540999.0
26965,-48.0,2.0,22169860.0
26966,-48.0,3.0,27721370.0
26967,-48.0,4.0,18885009.0
26968,-48.0,5.0,18771328.0
26969,-48.0,6.0,34173065.0
26970,-48.0,7.0,28884894.0
26971,-48.0,8.0,19089344.0
26972,-48.0,9.0,21107797.0
26973,-48.0,10.0,35385487.0
26974,-48.0,11.0,20674605.0
26975,-48.0,12.0,19619467.0
26976,-48.0,13.0,36713682.0
26977,-48.0,14.0,32925275.0
26978,-48.0,15.0,15728763.0
26979,-48.0,16.0,22238348.0
26980,-48.0,17.0,26038107.0
26981,-48.0,18.0,34808036.0
26982,-48.0,19.0,17597736.0
26983,-48.0,20.0,31815428.0
26984,-48.0,21.0,33419410.0
26985,-48.0,22.0,28113206.0
26986,-48.0,23.0,27992224.0
26987,-48.0,24.0,36434163.0
26988,-48.0,25.0,22399018.0
26989,-48.0,26.0,28793321.0
26990,-48.0,27.0,21087239.0
26991,-48.0,28.0,36376573.0
26992,-48.0,29.0,21154723.0
26993,-48.0,30.0,24645048.0
26994,-48.0,31.0,27317636.0
26995,-48.0,32.0,17792496.0
26996,-48.0,33.0,29844379.0
26997,-48.0,34.0,29382675.0
26998,-48.0,35.0,19224946.0
26999,-48.0,36.0,23394466.0
27000,-48.0,37.0,29610020.0
27001,-48.0,38.0,24480670.0
27002,-48.0,39.0,24279279.0
27003,-48.0,40.0,30832150.0
27004,-48.0,41.0,22774679.0
27005,-48.0,42.0,23903782.0
27006,-48.0,43.0,28773567.0
27007,-48.0,44.0,32666081.0
27008,-48.0,45.0,28378593.0
27009,-48.0,46.0,22733708.0
27010,-48.0,47.0,23467291.0
27011,-48.0,48.0,26161530.0
27012,-48.0,49.0,26273680.0
27013,-48.0,50.0,21508446.0
27014,-48.0,51.0,24200810.0
27015,-48.0,52.0,28495285.0
27016,-48.0,53.0,19584382.0
27017,-48.0,54.0,13257409.0
27018,-48.0,55.0,23908284.0
27019,-48.0,56.0,23173374.0
27020,-48.0,57.0,17470563.0
27021,-48.0,58.0,27584723.0
27022,-48.0,59.0,19379971.0
27023,-48.0,60.0,22935437.0
27024,-48.0,61.0,19135056.0
27025,-48.0,62.0,24266971.0
27026,-48.0,63.0,32486911.0
27027,-48.0,64.0,13633867.0
27028,-48.0,65.0,20797833.0
27029,-48.0,66.0,23905743.0
27030,-48.0,67.0,20216560.0
27031,-48.0,68.0,31973567.0
27032,-48.0,69.0,26841511.0
27033,-48.0,70.0,23149600.0
27034,-48.0,71.0,23215857.0
27035,-48.0,72.0,22253260.0
27036,-48.0,73.0,25681954.0
27037,-48.0,74.0,24490481.0
27038,-48.0,75.0,20070261.0
27039,-48.0,76.0,15157726.0
27040,-48.0,77.0,31928578.0
27041,-48.0,78.0,25641552.0
27042,-48.0,79.0,25030087.0
27043,-48.0,80.0,23895319.0
27044,-48.0,81.0,13268845.0
27045,-48.0,82.0,17777645.0
27046,-48.0,83.0,22556789.0
27047,-48.0,84.0,24728216.0
27048,-48.0,85.0,25942289.0
27049,-48.0,86.0,20555108.0
27050,-48.0,87.0,29649903.0
27051,-48.0,88.0,28670101.0
27052,-48.0,89.0,9621664.0
27053,-48.0,90.0,28186620.0
27054,-48.0,91.0,19031784.0
27055,-48.0,92.0,15486395.0
27056,-48.0,93.0,20158809.0
27057,-48.0,94.0,12696749.0
27058,-48.0,95.0,26350586.0
27059,-48.0,96.0,20314350.0
27060,-48.0,97.0,13887956.0
27061,-48.0,98.0,25012549.0
27062,-48.0,99.0,18896756.0
27063,-48.0,100.0,18023885.0
27064,-48.0,101.0,20285299.0
27065,-48.0,102.0,19445192.0
27066,-48.0,103.0,16345561.0
27067,-48.0,104.0,21121888.0
27068,-48.0,105.0,19880997.0
27069,-48.0,106.0,18631407.0
27070,-48.0,107.0,15775687.0
27071,-48.0,108.0,21436749.0
27072,-48.0,109.0,14819075.0
27073,-48.0,110.0,10153167.0
27074,-48.0,111.0,25035463.0
27075,-48.0,112.0,18461683.0
27076,-48.0,113.0,6595589.0
27077,-48.0,114.0,9948668.0
27078,-48.0,115.0,17557109.0
27079,-48.0,116.0,20195618.0
27080,-48.0,117.0,17631280.0
27081,-48.0,118.0,15364239.0
27082,-48.0,119.0,9612063.0
27083,-48.0,120.0,10175043.0
27084,-48.0,121.0,14159274.0
27085,-48.0,122.0,11794201.0
27086,-48.0,123.0,16515622.0
27087,-48.0,124.0,12906346.0
27088,-48.0,125.0,17070738.0
27089,-48.0,126.0,10679122.0
27090,-48.0,127.0,14051104.0
27091,-48.0,128.0,15454497.0
27092,-48.0,129.0,11677943.0
27093,-48.0,130.0,15014732.0
27094,-48.0,131.0,6543843.0
27095,-48.0,132.0,16395091.0
27096,-48.0,133.0,7532257.0
27097,-48.0,134.0,8765017.0
27098,-48.0,135.0,14355776.0
27099,-48.0,136.0,16197935.0
27100,-48.0,137.0,9263882.0
27101,-48.0,138.0,18675568.0
27102,-48.0,139.0,9616561.0
27103,-48.0,140.0,7134974.0
27104,-48.0,141.0,7422818.0
27105,-48.0,142.0,6639854.0
27106,-48.0,143.0,5924855.0
27107,-48.0,144.0,11983747.0
27108,-48.0,145.0,6879604.0
27109,-48.0,146.0,5874026.0
27110,-48.0,147.0,4418649.0
27111,-48.0,148.0,13738775.0
27112,-48.0,149.0,4474603.0
27113,-48.0,150.0,2782757.0
27114,-48.0,151.0,11275695.0
27115,-48.0,152.0,6046423.0
27116,-48.0,153.0,6031106.0
27117,-48.0,154.0,5855935.0
27118,-48.0,155.0,3207097.0
27119,-48.0,156.0,5816606.0
27120,-48.0,157.0,4016796.0
27121,-47.0,-158.0,1511993.0
27122,-47.0,-157.0,5292249.0
27123,-47.0,-155.0,4295514.0
27124,-47.0,-154.0,5528161.0
27125,-47.0,-153.0,7098383.0
27126,-47.0,-152.0,5442681.0
27127,-47.0,-151.0,5162917.0
27128,-47.0,-150.0,4057529.0
27129,-47.0,-149.0,13466875.0
27130,-47.0,-148.0,6370701.0
27131,-47.0,-147.0,4039432.0
27132,-47.0,-146.0,7375662.0
27133,-47.0,-145.0,10843833.0
27134,-47.0,-144.0,10886577.0
27135,-47.0,-143.0,9701630.0
27136,-47.0,-142.0,6988595.0
27137,-47.0,-141.0,15788885.0
27138,-47.0,-140.0,9568808.0
27139,-47.0,-139.0,2522719.0
27140,-47.0,-138.0,8098553.0
27141,-47.0,-137.0,10299387.0
27142,-47.0,-136.0,10294747.0
27143,-47.0,-135.0,11024254.0
27144,-47.0,-134.0,8743810.0
27145,-47.0,-133.0,8547874.0
27146,-47.0,-132.0,6730749.0
27147,-47.0,-131.0,11695594.0
27148,-47.0,-130.0,5722925.0
27149,-47.0,-129.0,10558147.0
27150,-47.0,-128.0,12198151.0
27151,-47.0,-127.0,5727163.0
27152,-47.0,-126.0,10228815.0
27153,-47.0,-125.0,17209870.0
27154,-47.0,-124.0,6718647.0
27155,-47.0,-123.0,12416617.0
27156,-47.0,-122.0,9342898.0
27157,-47.0,-121.0,8410569.0
27158,-47.0,-120.0,15407963.0
27159,-47.0,-119.0,14534872.0
27160,-47.0,-118.0,15444234.0
27161,-47.0,-117.0,7037646.0
27162,-47.0,-116.0,17125293.0
27163,-47.0,-115.0,16638943.0
27164,-47.0,-114.0,14048508.0
27165,-47.0,-113.0,9335651.0
27166,-47.0,-112.0,20096208.0
27167,-47.0,-111.0,8684306.0
27168,-47.0,-110.0,16688522.0
27169,-47.0,-109.0,10076110.0
27170,-47.0,-108.0,12522828.0
27171,-47.0,-107.0,14192740.0
27172,-47.0,-106.0,16733197.0
27173,-47.0,-105.0,19125018.0
27174,-47.0,-104.0,15080977.0
27175,-47.0,-103.0,23318237.0
27176,-47.0,-102.0,21623983.0
27177,-47.0,-101.0,15552051.0
27178,-47.0,-100.0,15950948.0
27179,-47.0,-99.0,15888769.0
27180,-47.0,-98.0,19403047.0
27181,-47.0,-97.0,13246969.0
27182,-47.0,-96.0,15204551.0
27183,-47.0,-95.0,15160414.0
27184,-47.0,-94.0,12877114.0
27185,-47.0,-93.0,11839855.0
27186,-47.0,-92.0,14942462.0
27187,-47.0,-91.0,18673172.0
27188,-47.0,-90.0,23791950.0
27189,-47.0,-89.0,12378063.0
27190,-47.0,-88.0,15204209.0
27191,-47.0,-87.0,18397643.0
27192,-47.0,-86.0,12314862.0
27193,-47.0,-85.0,15021838.0
27194,-47.0,-84.0,19018856.0
27195,-47.0,-83.0,12868787.0
27196,-47.0,-82.0,17497654.0
27197,-47.0,-81.0,23675635.0
27198,-47.0,-80.0,9548872.0
27199,-47.0,-79.0,17426922.0
27200,-47.0,-78.0,18015016.0
27201,-47.0,-77.0,18349213.0
27202,-47.0,-76.0,11047442.0
27203,-47.0,-75.0,29376435.0
27204,-47.0,-74.0,20990858.0
27205,-47.0,-73.0,19875088.0
27206,-47.0,-72.0,24771543.0
27207,-47.0,-71.0,18477851.0
27208,-47.0,-70.0,18007166.0
27209,-47.0,-69.0,16334065.0
27210,-47.0,-68.0,26112451.0
27211,-47.0,-67.0,16774727.0
27212,-47.0,-66.0,24967943.0
27213,-47.0,-65.0,18259300.0
27214,-47.0,-64.0,12833287.0
27215,-47.0,-63.0,19310195.0
27216,-47.0,-62.0,23101128.0
27217,-47.0,-61.0,21617113.0
27218,-47.0,-60.0,19229914.0
27219,-47.0,-59.0,23044602.0
27220,-47.0,-58.0,19904223.0
27221,-47.0,-57.0,21240717.0
27222,-47.0,-56.0,15654832.0
27223,-47.0,-55.0,19985414.0
27224,-47.0,-54.0,33092792.0
27225,-47.0,-53.0,26727719.0
27226,-47.0,-52.0,28589227.0
27227,-47.0,-51.0,23937905.0
27228,-47.0,-50.0,22411938.0
27229,-47.0,-49.0,22427250.0
27230,-47.0,-48.0,31846579.0
27231,-47.0,-47.0,22725842.0
27232,-47.0,-46.0,15784241.0
27233,-47.0,-45.0,27987543.0
27234,-47.0,-44.0,29050908.0
27235,-47.0,-43.0,19552728.0
27236,-47.0,-42.0,19441001.0
27237,-47.0,-41.0,27325185.0
27238,-47.0,-40.0,19293995.0
27239,-47.0,-39.0,25031025.0
27240,-47.0,-38.0,30793861.0
27241,-47.0,-37.0,23350283.0
27242,-47.0,-36.0,25681927.0
27243,-47.0,-35.0,27705454.0
27244,-47.0,-34.0,26151198.0
27245,-47.0,-33.0,28832522.0
27246,-47.0,-32.0,24022354.0
27247,-47.0,-31.0,34275389.0
27248,-47.0,-30.0,18496979.0
27249,-47.0,-29.0,26040410.0
27250,-47.0,-28.0,23872306.0
27251,-47.0,-27.0,17068856.0
27252,-47.0,-26.0,27816673.0
27253,-47.0,-25.0,32588933.0
27254,-47.0,-24.0,23478494.0
27255,-47.0,-23.0,34533066.0
27256,-47.0,-22.0,36222840.0
27257,-47.0,-21.0,19406408.0
27258,-47.0,-20.0,23753837.0
27259,-47.0,-19.0,27304015.0
27260,-47.0,-18.0,28789218.0
27261,-47.0,-17.0,29320413.0
27262,-47.0,-16.0,22920614.0
27263,-47.0,-15.0,30604620.0
27264,-47.0,-14.0,17570318.0
27265,-47.0,-13.0,26738719.0
27266,-47.0,-12.0,32615631.0
27267,-47.0,-11.0,20483482.0
27268,-47.0,-10.0,33500757.0
27269,-47.0,-9.0,23456571.0
27270,-47.0,-8.0,20105362.0
27271,-47.0,-7.0,31787432.0
27272,-47.0,-6.0,27916876.0
27273,-47.0,-5.0,31718021.0
27274,-47.0,-4.0,26325854.0
27275,-47.0,-3.0,24585801.0
27276,-47.0,-2.0,25586976.0
27277,-47.0,-1.0,28014418.0
27278,-47.0,0.0,21493972.0
27279,-47.0,1.0,19559158.0
27280,-47.0,2.0,28336383.0
27281,-47.0,3.0,33130677.0
27282,-47.0,4.0,16161196.0
27283,-47.0,5.0,34664038.0
27284,-47.0,6.0,17928903.0
27285,-47.0,7.0,24753882.0
27286,-47.0,8.0,30588428.0
27287,-47.0,9.0,28279609.0
27288,-47.0,10.0,21405495.0
27289,-47.0,11.0,30372872.0
27290,-47.0,12.0,34873855.0
27291,-47.0,13.0,18154303.0
27292,-47.0,14.0,21902100.0
27293,-47.0,15.0,29350337.0
27294,-47.0,16.0,25110657.0
27295,-47.0,17.0,24783335.0
27296,-47.0,18.0,25280269.0
27297,-47.0,19.0,23225680.0
27298,-47.0,20.0,31218650.0
27299,-47.0,21.0,21712485.0
27300,-47.0,22.0,23323779.0
27301,-47.0,23.0,29723483.0
27302,-47.0,24.0,25086558.0
27303,-47.0,25.0,28621988.0
27304,-47.0,26.0,24710020.0
27305,-47.0,27.0,22843221.0
27306,-47.0,28.0,22027429.0
27307,-47.0,29.0,32272874.0
27308,-47.0,30.0,17612778.0
27309,-47.0,31.0,30942838.0
27310,-47.0,32.0,20953102.0
27311,-47.0,33.0,27396927.0
27312,-47.0,34.0,23051342.0
27313,-47.0,35.0,21464771.0
27314,-47.0,36.0,35809076.0
27315,-47.0,37.0,29473485.0
27316,-47.0,38.0,22206438.0
27317,-47.0,39.0,26509547.0
27318,-47.0,40.0,25989203.0
27319,-47.0,41.0,24464294.0
27320,-47.0,42.0,35260049.0
27321,-47.0,43.0,22208055.0
27322,-47.0,44.0,16504855.0
27323,-47.0,45.0,21979230.0
27324,-47.0,46.0,16247358.0
27325,-47.0,47.0,19428600.0
27326,-47.0,48.0,20295219.0
27327,-47.0,49.0,34178371.0
27328,-47.0,50.0,21004731.0
27329,-47.0,51.0,27349219.0
27330,-47.0,52.0,25475673.0
27331,-47.0,53.0,33299880.0
27332,-47.0,54.0,22602900.0
27333,-47.0,55.0,22037705.0
27334,-47.0,56.0,23926473.0
27335,-47.0,57.0,33499984.0
27336,-47.0,58.0,20987913.0
27337,-47.0,59.0,25643614.0
27338,-47.0,60.0,28684154.0
27339,-47.0,61.0,17635711.0
27340,-47.0,62.0,23358889.0
27341,-47.0,63.0,25508183.0
27342,-47.0,64.0,20134161.0
27343,-47.0,65.0,26409259.0
27344,-47.0,66.0,25098972.0
27345,-47.0,67.0,18607260.0
27346,-47.0,68.0,20009502.0
27347,-47.0,69.0,23799473.0
27348,-47.0,70.0,19980441.0
27349,-47.0,71.0,26876946.0
27350,-47.0,72.0,29347555.0
27351,-47.0,73.0,13097348.0
27352,-47.0,74.0,23209278.0
27353,-47.0,75.0,15642202.0
27354,-47.0,76.0,17486719.0
27355,-47.0,77.0,30136891.0
27356,-47.0,78.0,20251869.0
27357,-47.0,79.0,19395067.0
27358,-47.0,80.0,16969044.0
27359,-47.0,81.0,24181102.0
27360,-47.0,82.0,21544428.0
27361,-47.0,83.0,24188021.0
27362,-47.0,84.0,23603186.0
27363,-47.0,85.0,13380013.0
27364,-47.0,86.0,32052017.0
27365,-47.0,87.0,21353320.0
27366,-47.0,88.0,15948388.0
27367,-47.0,89.0,16137387.0
27368,-47.0,90.0,28951489.0
27369,-47.0,91.0,25793503.0
27370,-47.0,92.0,24338237.0
27371,-47.0,93.0,18913558.0
27372,-47.0,94.0,18798380.0
27373,-47.0,95.0,12096919.0
27374,-47.0,96.0,25344683.0
27375,-47.0,97.0,15249658.0
27376,-47.0,98.0,23325380.0
27377,-47.0,99.0,23281919.0
27378,-47.0,100.0,10901849.0
27379,-47.0,101.0,16084278.0
27380,-47.0,102.0,16981323.0
27381,-47.0,103.0,17612429.0
27382,-47.0,104.0,24824237.0
27383,-47.0,105.0,15090383.0
27384,-47.0,106.0,12668531.0
27385,-47.0,107.0,14812639.0
27386,-47.0,108.0,13919990.0
27387,-47.0,109.0,20667808.0
27388,-47.0,110.0,18037973.0
27389,-47.0,111.0,16268262.0
27390,-47.0,112.0,17261824.0
27391,-47.0,113.0,14154576.0
27392,-47.0,114.0,18421197.0
27393,-47.0,115.0,14439249.0
27394,-47.0,116.0,13899608.0
27395,-47.0,117.0,18222638.0
27396,-47.0,118.0,18951446.0
27397,-47.0,119.0,18347481.0
27398,-47.0,120.0,24903093.0
27399,-47.0,121.0,13064359.0
27400,-47.0,122.0,10755648.0
27401,-47.0,123.0,9700934.0
27402,-47.0,124.0,13868626.0
27403,-47.0,125.0,13539486.0
27404,-47.0,126.0,13523760.0
27405,-47.0,127.0,9294935.0
27406,-47.0,128.0,9668765.0
27407,-47.0,129.0,14463666.0
27408,-47.0,130.0,11484834.0
27409,-47.0,131.0,19168671.0
27410,-47.0,132.0,9491732.0
27411,-47.0,133.0,17944726.0
27412,-47.0,134.0,13040180.0
27413,-47.0,135.0,11063888.0
27414,-47.0,136.0,10573305.0
27415,-47.0,137.0,16411361.0
27416,-47.0,138.0,4797093.0
27417,-47.0,139.0,6503059.0
27418,-47.0,140.0,10358635.0
27419,-47.0,141.0,7801589.0
27420,-47.0,142.0,10639913.0
27421,-47.0,143.0,7724931.0
27422,-47.0,144.0,10743887.0
27423,-47.0,145.0,8752013.0
27424,-47.0,146.0,4373705.0
27425,-47.0,147.0,4271435.0
27426,-47.0,148.0,10980331.0
27427,-47.0,149.0,11215682.0
27428,-47.0,150.0,7636577.0
27429,-47.0,151.0,4981608.0
27430,-47.0,152.0,6321535.0
27431,-47.0,153.0,8844406.0
27432,-47.0,154.0,2614519.0
27433,-47.0,156.0,2877653.0
27434,-47.0,157.0,6238834.0
27435,-47.0,158.0,1438187.0
27436,-46.0,-158.0,1030608.0
27437,-46.0,-157.0,1594510.0
27438,-46.0,-156.0,3044528.0
27439,-46.0,-155.0,5595724.0
27440,-46.0,-154.0,5702818.0
27441,-46.0,-153.0,1503422.0
27442,-46.0,-152.0,6902731.0
27443,-46.0,-151.0,1766661.0
27444,-46.0,-150.0,2266539.0
27445,-46.0,-149.0,2869359.0
27446,-46.0,-148.0,5081371.0
27447,-46.0,-147.0,15874451.0
27448,-46.0,-146.0,1603162.0
27449,-46.0,-145.0,8654475.0
27450,-46.0,-144.0,4015843.0
27451,-46.0,-143.0,4113092.0
27452,-46.0,-142.0,9452649.0
27453,-46.0,-141.0,4940104.0
27454,-46.0,-140.0,5248023.0
27455,-46.0,-139.0,6502481.0
27456,-46.0,-138.0,8155857.0
27457,-46.0,-137.0,9323074.0
27458,-46.0,-136.0,6747847.0
27459,-46.0,-135.0,11454037.0
27460,-46.0,-134.0,6773547.0
27461,-46.0,-133.0,9881502.0
27462,-46.0,-132.0,10817564.0
27463,-46.0,-131.0,8781455.0
27464,-46.0,-130.0,13511536.0
27465,-46.0,-129.0,11629192.0
27466,-46.0,-128.0,2622007.0
27467,-46.0,-127.0,12148511.0
27468,-46.0,-126.0,13720921.0
27469,-46.0,-125.0,11397652.0
27470,-46.0,-124.0,20112371.0
27471,-46.0,-123.0,10705080.0
27472,-46.0,-122.0,10216804.0
27473,-46.0,-121.0,19004167.0
27474,-46.0,-120.0,16725091.0
27475,-46.0,-119.0,15074344.0
27476,-46.0,-118.0,16995319.0
27477,-46.0,-117.0,13784049.0
27478,-46.0,-116.0,7401894.0
27479,-46.0,-115.0,14381370.0
27480,-46.0,-114.0,11578917.0
27481,-46.0,-113.0,14480760.0
27482,-46.0,-112.0,7159874.0
27483,-46.0,-111.0,13652399.0
27484,-46.0,-110.0,8783337.0
27485,-46.0,-109.0,22232489.0
27486,-46.0,-108.0,11158836.0
27487,-46.0,-107.0,18513514.0
27488,-46.0,-106.0,18925754.0
27489,-46.0,-105.0,13545069.0
27490,-46.0,-104.0,16540878.0
27491,-46.0,-103.0,8179822.0
27492,-46.0,-102.0,11525145.0
27493,-46.0,-101.0,14350324.0
27494,-46.0,-100.0,19417569.0
27495,-46.0,-99.0,15970149.0
27496,-46.0,-98.0,19771296.0
27497,-46.0,-97.0,14438925.0
27498,-46.0,-96.0,24998466.0
27499,-46.0,-95.0,15570343.0
27500,-46.0,-94.0,24971058.0
27501,-46.0,-93.0,18296153.0
27502,-46.0,-92.0,16533364.0
27503,-46.0,-91.0,14004850.0
27504,-46.0,-90.0,20141480.0
27505,-46.0,-89.0,15388196.0
27506,-46.0,-88.0,20340496.0
27507,-46.0,-87.0,18459762.0
27508,-46.0,-86.0,29015544.0
27509,-46.0,-85.0,18731544.0
27510,-46.0,-84.0,24818091.0
27511,-46.0,-83.0,17972938.0
27512,-46.0,-82.0,23761099.0
27513,-46.0,-81.0,15623457.0
27514,-46.0,-80.0,22491387.0
27515,-46.0,-79.0,23478694.0
27516,-46.0,-78.0,27641218.0
27517,-46.0,-77.0,17670722.0
27518,-46.0,-76.0,22561325.0
27519,-46.0,-75.0,15163142.0
27520,-46.0,-74.0,15319831.0
27521,-46.0,-73.0,14400028.0
27522,-46.0,-72.0,15308907.0
27523,-46.0,-71.0,14733266.0
27524,-46.0,-70.0,16457665.0
27525,-46.0,-69.0,18340170.0
27526,-46.0,-68.0,30003067.0
27527,-46.0,-67.0,18918204.0
27528,-46.0,-66.0,23094194.0
27529,-46.0,-65.0,25938344.0
27530,-46.0,-64.0,32173643.0
27531,-46.0,-63.0,16242637.0
27532,-46.0,-62.0,22145975.0
27533,-46.0,-61.0,24654739.0
27534,-46.0,-60.0,26754601.0
27535,-46.0,-59.0,19314867.0
27536,-46.0,-58.0,29696479.0
27537,-46.0,-57.0,14012173.0
27538,-46.0,-56.0,21690876.0
27539,-46.0,-55.0,19958315.0
27540,-46.0,-54.0,12805344.0
27541,-46.0,-53.0,21348852.0
27542,-46.0,-52.0,17503912.0
27543,-46.0,-51.0,22337431.0
27544,-46.0,-50.0,32526202.0
27545,-46.0,-49.0,19276566.0
27546,-46.0,-48.0,17182032.0
27547,-46.0,-47.0,28811596.0
27548,-46.0,-46.0,24522730.0
27549,-46.0,-45.0,27201930.0
27550,-46.0,-44.0,23964529.0
27551,-46.0,-43.0,14033490.0
27552,-46.0,-42.0,37507318.0
27553,-46.0,-41.0,13566029.0
27554,-46.0,-40.0,25014188.0
27555,-46.0,-39.0,23207358.0
27556,-46.0,-38.0,28361398.0
27557,-46.0,-37.0,27138717.0
27558,-46.0,-36.0,26949136.0
27559,-46.0,-35.0,25941765.0
27560,-46.0,-34.0,26393963.0
27561,-46.0,-33.0,29630931.0
27562,-46.0,-32.0,33773208.0
27563,-46.0,-31.0,29637062.0
27564,-46.0,-30.0,19999349.0
27565,-46.0,-29.0,22431020.0
27566,-46.0,-28.0,31034988.0
27567,-46.0,-27.0,25197131.0
27568,-46.0,-26.0,21435260.0
27569,-46.0,-25.0,26931546.0
27570,-46.0,-24.0,27106245.0
27571,-46.0,-23.0,25645309.0
27572,-46.0,-22.0,16628453.0
27573,-46.0,-21.0,25368298.0
27574,-46.0,-20.0,14870401.0
27575,-46.0,-19.0,34052468.0
