,id,mass,sfr,url
0,0,13.96175308816127,357.769,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/0/
1,1,13.663594661750976,6.68884,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/1/
2,2,12.778776959658323,6.17736,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/2/
3,3,12.448627826984712,7.11075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/3/
4,8,11.70994336561755,7.8418,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/8/
5,9,11.74113018888231,1.41904,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/9/
6,10,11.65074074405901,2.30344,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/10/
7,12,11.624014905835438,0.000351291,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/12/
8,13,11.204296254794608,0.000155883,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/13/
9,14,11.51171565114222,3.30059,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/14/
10,15,11.283058069426456,1.09896,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/15/
11,16,11.413763400030593,4.34398,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/16/
12,17,11.397080057442011,1.16419,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/17/
13,18,11.28554335695609,0.000207743,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/18/
14,19,10.824566992330404,0.0533538,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/19/
15,22,11.2367054670491,0.262177,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/22/
16,23,11.189532666148029,2.45736,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/23/
17,24,11.218120711290263,0.235984,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/24/
18,25,11.204031819749716,2.09901,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/25/
19,26,11.180128585304907,0.117498,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/26/
20,27,11.137862317152369,0.600557,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/27/
21,28,11.196092353916182,1.74247,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/28/
22,29,11.12981819230687,0.793907,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/29/
23,31,11.115717106234678,0.708851,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/31/
24,32,11.094806155922818,0.288562,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/32/
25,34,11.138699311818135,0.276325,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/34/
26,35,10.816056265736293,0.00771269,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/35/
27,36,11.038786598278367,0.55779,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/36/
28,39,11.046100866712218,3.23829,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/39/
29,42,10.437840403878708,41.2297,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/42/
30,43,10.852784418771757,0.379392,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/43/
31,44,10.626205150401034,0.0164734,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/44/
32,45,10.366870820629448,9.34735,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/45/
33,47,10.95872494437441,0.291866,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/47/
34,49,11.006205094475671,0.120497,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/49/
35,50,10.830428785485205,0.0632051,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/50/
36,51,10.774839022402404,0.0171372,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/51/
37,53,10.99568311403204,0.276751,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/53/
38,54,10.30954341903913,38.1547,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54/
39,55,10.939996513918473,0.223143,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/55/
40,56,10.37511122501061,0.0903903,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/56/
41,62,10.805679813073214,0.61065,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/62/
42,65,10.725995018054322,0.46958,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/65/
43,66,10.17244727668347,67.3002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/66/
44,67,10.760464332275886,0.405041,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/67/
45,69,10.74335281248869,0.134547,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/69/
