,Unnamed: 0,id,slope,AIC,mass,sfr,url
11730,11730,473011,-0.0013118480637329154,2.0,9.09760187090057,0.0191468,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473011/
11737,11737,473193,-0.0009993030596310546,1.0,8.970976830613967,0.012980600000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473193/
11741,11741,473286,-0.0006966401149783728,2.0,9.119855477483572,0.00839038,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473286/
11743,11743,473329,-0.0015964084248707357,2.0,8.900558212861883,0.0433214,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473329/
11747,11747,473370,0.00010663464735161052,1.0,8.448273976411514,0.0112988,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473370/
11748,11748,473371,-0.0002699653051717257,1.0,8.249276007200871,0.00200366,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473371/
11750,11750,473406,-0.0005759531507835437,1.0,8.85357823219163,0.00671196,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473406/
11751,11751,473407,-5.8567321945569545e-06,1.0,8.436561226444294,0.012370299999999999,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473407/
11758,11758,473487,-0.0002674588270338872,1.0,8.763359454670216,0.00204958,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473487/
11763,11763,473612,-5.8816845675735406e-05,1.0,8.537925006281611,0.00122516,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473612/
11764,11764,473614,-0.00015053264834155545,2.0,8.341903646674131,0.00378929,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473614/
11768,11768,473700,-0.0006546232698503907,2.0,9.308240109623421,0.046242,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473700/
11771,11771,473735,-7.89325022295521e-05,2.0,8.481543757061981,0.00532454,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473735/
11778,11778,473882,-0.00038318223915604586,1.0,8.856291210491445,0.00655534,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473882/
11782,11782,473980,-0.000812986825307542,2.0,9.266939477017333,0.029149,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/473980/
11796,11796,474309,-0.0001303241209381836,2.0,8.509003590729026,0.0104631,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/474309/
11801,11801,474469,-0.0006193601949803765,1.0,9.049070311051953,0.020283799999999998,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/474469/
11803,11803,474509,8.344284523884448e-05,1.0,8.967846878297514,0.00676161,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/474509/
11807,11807,474621,5.3488940984676755e-05,1.0,8.27561769148751,0.00526286,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/474621/
11820,11820,474965,0.00070023756615067,1.0,8.310667290568814,0.00779157,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/474965/
11825,11825,475048,4.8712748783598646e-05,1.0,8.508864562471219,0.00332065,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475048/
11827,11827,475100,-3.748890049413607e-05,1.0,8.313417581453379,0.00132354,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475100/
11832,11832,475159,-0.00022517476608433214,1.0,8.44531778801053,0.00432036,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475159/
11841,11841,475392,-0.00033572198599646203,1.0,9.36071200730993,0.0307942,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475392/
11846,11846,475481,-0.0012810552957328496,1.0,8.988349851499777,0.014122999999999998,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475481/
11860,11860,475801,-0.00020488191891470146,2.0,9.007027211961,0.0310093,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475801/
11864,11864,475843,-0.0002988658538350096,2.0,8.975402634887178,0.00994705,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475843/
11866,11866,475894,-0.0006557079536067779,1.0,9.151222417464632,0.0155262,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475894/
11868,11868,475927,-0.0006557553684024899,1.0,9.440582824746151,0.04234469999999999,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/475927/
11878,11878,476159,-0.0006140447512384537,1.0,9.204572537567566,0.0168941,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476159/
11888,11888,476364,-0.00018345153219634323,2.0,8.344260548578402,0.00233827,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476364/
11890,11890,476395,-0.0006060571761770784,1.0,9.058501338282165,0.011878399999999999,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476395/
11893,11893,476421,-0.00027534009033615783,2.0,8.925722457821534,0.00450314,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476421/
11895,11895,476461,-0.0006817477025879892,1.0,9.511239791999053,0.0384603,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476461/
11908,11908,476620,-0.0009568736002380075,2.0,9.131244627319532,0.021759999999999998,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476620/
11913,11913,476697,-0.00016523904012977957,2.0,9.349332313212182,0.019843400000000004,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476697/
11914,11914,476699,-0.0016899144695399207,1.0,8.536510728717406,0.0123026,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476699/
11917,11917,476766,-6.49458663856755e-05,1.0,8.384633744053923,0.00391734,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476766/
11920,11920,476816,-3.8272056721783394e-05,2.0,8.193394113760482,0.00275347,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476816/
11922,11922,476850,-0.001852149455039897,1.0,9.04798670280013,0.036048199999999996,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476850/
11926,11926,476914,0.0003756562163966001,1.0,9.042795053514457,0.00537167,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476914/
11929,11929,476940,-0.0007563959094298131,2.0,9.201958849479114,0.0117889,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476940/
11931,11931,476975,-0.0020828223359751308,1.0,9.372144154229657,0.0821224,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/476975/
11939,11939,477123,-2.1026215956386832e-05,1.0,8.324915820569313,0.013134100000000001,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477123/
11942,11942,477161,-0.00025182642433995144,1.0,8.86248596393541,0.0161825,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477161/
11955,11955,477407,2.604552032267882e-05,1.0,8.219573234936524,0.00139524,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477407/
11962,11962,477537,-1.0015599311494764e-05,1.0,8.679337754949225,0.00652662,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477537/
11966,11966,477620,0.0001420683969565231,1.0,8.582085516220982,0.017274200000000003,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477620/
11969,11969,477667,-0.00014501306525334986,1.0,8.060803751561947,0.00179567,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477667/
11972,11972,477704,-1.971567137596985e-05,1.0,8.636762913275021,0.00110697,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477704/
11975,11975,477781,-0.00011960584863848157,2.0,8.978438371389412,0.00320972,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477781/
11979,11979,477870,-0.00015306730355343603,2.0,8.799165478317875,0.00743084,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477870/
11983,11983,477952,-0.0001645338443595817,2.0,9.599479849397216,0.0636024,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477952/
11986,11986,477996,-0.0004008334989344008,1.0,9.090856886289256,0.0160917,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/477996/
11987,11987,478000,-0.00013335790210816287,2.0,8.48721814265415,0.00555726,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478000/
11988,11988,478001,0.00010876659796828648,1.0,8.237489120808643,0.00638147,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478001/
11998,11998,478251,-3.8190123466192496e-06,1.0,8.630097730580347,0.00553262,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478251/
12008,12008,478443,0.00012015748438410463,1.0,8.643225310906432,0.00248053,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478443/
12015,12015,478614,-0.0007556994345553366,1.0,9.164675930172454,0.0303209,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478614/
12022,12022,478742,-2.5449175860155566e-06,1.0,8.620326965203928,0.00106526,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478742/
12024,12024,478771,-0.00023303342159939385,2.0,8.647403762688086,0.0113494,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478771/
12026,12026,478808,-0.0011187082445650854,2.0,9.192617159900903,0.0448568,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478808/
12027,12027,478809,-0.00036027952461538957,2.0,9.160066127430811,0.0219486,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478809/
12029,12029,478837,-0.0005595281977962953,2.0,9.137525665786086,0.00895051,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478837/
12031,12031,478872,-0.00035745901024269473,1.0,8.40296287341592,0.00855101,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478872/
12033,12033,478920,0.00025732525792358405,1.0,8.349624769350589,0.0121702,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/478920/
12045,12045,479138,-9.877121153963808e-05,1.0,8.87910282420215,0.00188513,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479138/
12049,12049,479222,-0.0008804706339382046,1.0,9.347455339735083,0.0210182,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479222/
12052,12052,479261,-0.00010495449220831394,1.0,8.490898185895619,0.00664984,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479261/
12054,12054,479313,-0.0005933933344351613,2.0,9.404958388932016,0.0304303,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479313/
12057,12057,479417,-6.113158683364626e-05,1.0,8.70372661353213,0.00182368,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479417/
12064,12064,479542,-0.0003500537083624603,2.0,8.571020414890999,0.00863187,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479542/
12067,12067,479588,-6.32714151639515e-05,1.0,8.588251025069379,0.00205957,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479588/
12069,12069,479629,-0.0007204699540549137,1.0,9.003079254750919,0.0246364,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479629/
12074,12074,479724,-0.00022226170539477364,2.0,8.527527537949409,0.00616444,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479724/
12082,12082,479805,3.692033498754459e-05,1.0,8.610834236195197,0.00119151,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479805/
12087,12087,479913,-4.1576532604216335e-05,1.0,7.934152406976268,0.00152341,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/479913/
12092,12092,480021,0.00024722492688935026,1.0,8.650081135976077,0.0052163999999999995,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480021/
12097,12097,480147,3.053470131787126e-05,1.0,8.87084365312034,0.00325527,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480147/
12112,12112,480439,-0.00022605040328024694,1.0,8.755787114640983,0.00107051,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480439/
12115,12115,480475,-9.662564484492664e-07,1.0,8.547752547144691,0.00474959,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480475/
12120,12120,480605,0.00018708859981259005,1.0,7.884489491483701,0.00137306,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480605/
12129,12129,480769,-0.0008537326566511277,1.0,9.296554437284183,0.016815200000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480769/
12133,12133,480816,-0.0004312348776134248,1.0,8.700390962921638,0.00289455,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/480816/
12141,12141,481042,-0.00014156151335836055,1.0,8.786438292024688,0.00532933,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481042/
12145,12145,481078,-0.00027498755781801907,1.0,8.66022220234468,0.00297015,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481078/
12154,12154,481240,-0.0006145765800602946,2.0,8.778033695864405,0.061463199999999996,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481240/
12157,12157,481268,-0.0008045752640509509,2.0,9.076533917678287,0.00917075,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481268/
12166,12166,481419,9.250253210486053e-06,1.0,8.8908994908434,0.00774227,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481419/
12170,12170,481492,-0.00012324776977886697,2.0,8.486570394022488,0.00105962,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481492/
12171,12171,481494,-8.365588153079783e-05,1.0,8.208370573595339,0.00252935,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481494/
12174,12174,481535,-1.649053000773527e-05,1.0,8.471529033766974,0.00193338,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481535/
12176,12176,481561,3.4960852654404084e-05,1.0,8.787098242520361,0.00890425,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481561/
12179,12179,481602,-0.0001477421458864906,1.0,8.774750722932174,0.0239169,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481602/
12184,12184,481713,-0.000990107363723752,1.0,9.031661856241856,0.0178169,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481713/
12195,12195,481954,-0.00014830686239537905,1.0,8.990012797131088,0.00626693,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/481954/
12200,12200,482072,-0.0005585660770896958,1.0,9.142721354284404,0.0105645,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/482072/
12203,12203,482112,-2.3297537173161625e-05,2.0,8.112352437760315,0.00100364,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/482112/
12220,12220,482466,-0.00040389524395933183,2.0,9.327224655622883,0.014518200000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/482466/
12234,12234,482774,-0.0002086972687811425,2.0,9.047291541926114,0.011418600000000001,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/482774/
12248,12248,483039,-1.5592144020139224e-06,1.0,8.343360034631536,0.00299309,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483039/
12253,12253,483162,-0.00028870906515756614,2.0,8.74259503292366,0.015327100000000001,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483162/
12262,12262,483328,-0.00022512522394630384,1.0,8.749737684505755,0.00176128,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483328/
12266,12266,483407,-3.633806872390877e-05,1.0,8.546624981273522,0.00146767,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483407/
12267,12267,483410,4.478058628929907e-06,1.0,8.03491003176284,0.00204353,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483410/
12269,12269,483455,5.502406687627701e-05,1.0,8.877125031651444,0.025987200000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483455/
12277,12277,483617,-8.428280790741125e-05,1.0,8.538778784332019,0.00203087,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483617/
12281,12281,483710,2.938833787640863e-05,1.0,9.035046078740434,0.035156,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483710/
12283,12283,483741,-4.906835071075706e-05,2.0,8.373763097018424,0.00980965,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/483741/
12303,12303,484167,-0.00011404536355893781,1.0,8.37960710065341,0.00901395,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/484167/
12322,12322,484578,-7.232442995570002e-05,1.0,8.92871689824092,0.00300318,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/484578/
12333,12333,484796,0.0003217339660533665,1.0,8.898044024667437,0.00225592,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/484796/
12335,12335,484813,-4.882378873256991e-05,1.0,8.591646156901357,0.00202243,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/484813/
12345,12345,485126,-0.0002912137072860844,1.0,9.12635010970626,0.0142056,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485126/
12348,12348,485183,0.00021746766692517565,1.0,8.272582205074158,0.00558383,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485183/
12355,12355,485288,-2.1706373314646803e-05,2.0,8.635102469456326,0.00206405,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485288/
12360,12360,485368,-4.554409938779233e-05,1.0,8.694873220812656,0.00164722,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485368/
12362,12362,485402,-0.0002943677854407264,2.0,9.349360994091708,0.061737900000000005,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485402/
12382,12382,485957,-0.0008009044769011945,2.0,8.831175601934289,0.0350108,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/485957/
12389,12389,486091,-0.0006556872799112104,2.0,9.476436854724737,0.040331,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486091/
12395,12395,486123,-4.7995850681638145e-05,1.0,8.627868179625134,0.00107242,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486123/
12414,12414,486465,3.563980498836804e-05,1.0,8.815303568419981,0.00727088,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486465/
12415,12415,486466,8.980501006670857e-05,1.0,8.568845831396763,0.00304255,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486466/
12420,12420,486581,-0.001138413599382203,1.0,9.085782439299779,0.00937132,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486581/
12421,12421,486583,0.00023452415240167885,1.0,8.209994402376731,0.00917741,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486583/
12423,12423,486616,-0.0004786530026526481,2.0,9.034643729568351,0.00456344,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486616/
12428,12428,486681,-0.00014281528301791948,2.0,8.249528724392698,0.00101757,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486681/
12432,12432,486752,-1.4616377637079843e-05,2.0,8.603675808957162,0.0063471000000000005,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486752/
12437,12437,486856,-3.232539762639479e-05,1.0,8.408904618137752,0.00412953,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486856/
12442,12442,486965,-0.00027503878443433684,1.0,8.475515490552441,0.027004900000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/486965/
12456,12456,487297,-0.0007488782832328137,2.0,9.037705207330497,0.0258498,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/487297/
12469,12469,487580,-4.517439967510631e-06,1.0,8.995391630346306,0.00360619,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/487580/
12470,12470,487581,-2.8007550077464486e-05,1.0,8.953165518769602,0.00284974,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/487581/
12478,12478,487721,-9.798343569314446e-05,2.0,8.644200975819187,0.00334193,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/487721/
12481,12481,487800,-0.00038111257092083564,2.0,8.98589310695378,0.0182374,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/487800/
12496,12496,488226,0.00013454733374856183,1.0,8.331987951569548,0.0013509,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488226/
12499,12499,488254,-6.107862874899745e-05,1.0,8.633927433581192,0.00167041,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488254/
12503,12503,488302,-0.00028888247874182295,1.0,8.960964713457168,0.00462212,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488302/
12505,12505,488340,-7.229294892654363e-05,2.0,9.119207948806755,0.027765300000000003,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488340/
12506,12506,488341,7.880187612492381e-05,1.0,8.90187014804138,0.0112637,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488341/
12522,12522,488585,6.518801801485443e-06,1.0,8.684644501678452,0.00162372,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488585/
12529,12529,488803,-0.0008001166200024954,1.0,9.378302393120043,0.0510671,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488803/
12530,12530,488805,-0.00031579198524311935,2.0,8.608708540634527,0.013825299999999999,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488805/
12535,12535,488912,-7.15696545676854e-05,1.0,8.628155046960082,0.00257651,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/488912/
12541,12541,489036,-7.626670089945435e-06,1.0,8.392650748653782,0.00101501,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489036/
12544,12544,489106,6.557794257206903e-05,1.0,8.445064776362301,0.00193108,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489106/
12551,12551,489210,-0.0002974484091072737,2.0,8.877388691467404,0.00344724,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489210/
12553,12553,489244,-0.0008331454759146936,2.0,9.178329400925412,0.00917671,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489244/
12556,12556,489264,4.69848400433688e-05,1.0,8.180217502421124,0.00127297,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489264/
12560,12560,489327,-0.00030837559961461897,2.0,9.071674408778149,0.011443,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489327/
12573,12573,489612,6.542430566905198e-05,1.0,8.561218319409841,0.00332001,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/489612/
12604,12604,490266,-0.00035420006569421276,1.0,9.150651763889849,0.00931893,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490266/
12605,12605,490267,-9.141464920128201e-05,2.0,8.913283432075406,0.00272185,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490267/
12609,12609,490315,-0.00025598901725461785,2.0,8.937718917204961,0.00761995,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490315/
12614,12614,490377,-4.4919756503069736e-05,1.0,8.630803375754844,0.021490400000000003,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490377/
12626,12626,490674,-0.0003879124275469666,1.0,8.664934959996568,0.034868199999999995,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490674/
12631,12631,490727,-0.0002094901989425016,1.0,8.920372305251208,0.0101764,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490727/
12633,12633,490770,-0.0005634582854320866,2.0,8.942780373070109,0.015037100000000001,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490770/
12634,12634,490771,-0.00025617161976538037,2.0,8.877669185814172,0.0366561,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490771/
12636,12636,490806,-9.025525131159074e-05,1.0,8.871645658626546,0.00602762,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/490806/
12650,12650,491076,-0.00080412813660501,2.0,9.447542532900671,0.0535789,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491076/
12653,12653,491119,-0.00051733160663739,2.0,8.74884696426535,0.0195321,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491119/
12655,12655,491150,,,8.68617906600623,0.00124019,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491150/
12657,12657,491183,-0.0002911001911630106,1.0,9.148844282416524,0.009000399999999999,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491183/
12664,12664,491334,-0.00012334406047073647,2.0,8.931885873622958,0.019464,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491334/
12674,12674,491476,9.500029259980946e-05,1.0,8.339621884077326,0.00184171,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491476/
12685,12685,491676,-0.00010745366957321559,1.0,8.967674247386679,0.00510307,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491676/
12686,12686,491678,0.00020891197600709623,1.0,8.852679127297485,0.00170752,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491678/
12688,12688,491716,-0.00017141455971516205,1.0,8.788801094023041,0.00250641,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491716/
12689,12689,491717,0.00018773111789642722,1.0,8.554975494763275,0.00241049,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491717/
12692,12692,491764,2.9969994454076053e-05,1.0,8.265578138286658,0.0025022,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491764/
12697,12697,491867,4.972474278979792e-05,1.0,8.567424754808938,0.00125912,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491867/
12702,12702,491977,-0.00036463271430727564,1.0,9.493727381808268,0.039418,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/491977/
12724,12724,492426,0.00019460428886557062,1.0,8.921295485252845,0.00642159,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/492426/
12744,12744,492860,-0.0002454460581771813,2.0,8.738938235943005,0.021643700000000002,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/492860/
12745,12745,492863,7.010901099907537e-06,1.0,8.642188999664565,0.00118287,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/492863/
12752,12752,492982,4.5593595208429895e-05,1.0,8.754333436194905,0.00251367,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/492982/
12753,12753,492983,-0.0003200951469850445,1.0,8.795895403944204,0.00652689,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/492983/
12760,12760,493085,-0.0007110060950366878,2.0,9.457292202573457,0.0369673,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493085/
12761,12761,493086,-0.00015206146743048832,1.0,8.735262181358964,0.00390429,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493086/
12765,12765,493163,-3.128552210527575e-05,1.0,8.863909132659172,0.00447164,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493163/
12771,12771,493284,-2.8935916062852347e-05,1.0,8.250033718033206,0.00219959,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493284/
12782,12782,493519,-0.0003064721746784573,2.0,8.686482689985763,0.00183936,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493519/
12783,12783,493520,-0.00022723612430982154,2.0,8.332882543650294,0.019807599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/493520/
12808,12808,494000,-0.00010771320635794904,1.0,8.743243977489975,0.00140929,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/494000/
12811,12811,494051,-7.23202967581707e-05,1.0,8.441321432832176,0.00293681,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/494051/
12815,12815,494092,-0.0001282401959038888,2.0,8.230984114986088,0.00700321,http://www.tng-project.org/api/TNG50-1/snapshots/33/subhalos/494092/
