,Unnamed: 0,id,slope,mass,sfr,url
89,89,171,-0.04337887340639357,9.523449607577263,15.1204,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/171/
90,90,176,-0.07129283965461419,9.559867414292944,8.55467,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/176/
92,92,181,-0.00295311522405739,9.575863563849852,2.39339,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/181/
93,93,185,-0.03200390256064445,9.551092552748406,19.7175,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/185/
94,94,187,-0.09024760896041308,9.502791477920605,3.5132199999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/187/
95,95,188,-0.060028108290483925,9.510250866214804,6.98398,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/188/
99,99,199,-0.07821794030878315,9.407838077860507,1.14455,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/199/
101,101,216,-0.056669031809565285,9.681843205374902,0.493841,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/216/
103,103,220,-0.016206731360878062,9.296664542665397,0.0469221,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/220/
106,106,226,0.010329026289913612,9.397267594953783,5.661490000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/226/
109,109,250,-0.10261754511769257,9.269228828384787,2.56523,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/250/
111,111,261,-0.006556848648685332,9.317538409335151,1.81351,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/261/
112,112,265,-0.02280849790166606,9.271927994822693,2.6232900000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/265/
113,113,273,-0.07509879261922782,9.187996720231952,0.194605,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/273/
114,114,282,0.0025772084421904484,9.269590836722244,1.46442,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/282/
115,115,287,-0.017009683713073778,9.255856243901764,2.31325,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/287/
116,116,288,-0.061549367421928076,9.253319830347287,10.1243,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/288/
117,117,302,-0.05389569592087701,9.193217468585043,4.4701900000000006,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/302/
118,118,322,-0.020440159780791372,9.177175533761073,0.8322870000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/322/
120,120,343,-0.003017708897919441,9.149217293872294,4.83515,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/343/
121,121,351,-0.00953458530045248,9.123146318912477,2.48406,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/351/
123,123,418,-0.006192454165503625,8.988139064105475,0.7098140000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/418/
124,124,425,0.012500231040129428,8.949162313457563,0.502947,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/425/
125,125,427,-0.007649757807672629,8.975524743959888,0.516845,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/427/
126,126,470,-0.004154917791229895,8.874265546455307,0.43098800000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/470/
128,128,514,-0.03135221246344977,8.793900865864153,0.268726,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/514/
131,131,728,0.04203804926237853,8.612965208812788,0.16184400000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/728/
132,132,846,-0.002916677979831972,8.586493618010785,0.377184,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/846/
133,133,853,-0.0074184688545478675,8.546388184444139,0.28839499999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/853/
135,135,1437,0.0010604352048656507,8.656632564130287,0.0122084,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/1437/
177,177,54110,-0.0689461728898566,9.550356558069133,0.7859470000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54110/
179,179,54114,-0.06507052530067292,9.56454411210469,3.196,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54114/
181,181,54120,-0.05431416821883972,9.498100867213175,5.19597,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54120/
183,183,54123,-0.07388606777058615,9.475659180565467,3.7576,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54123/
189,189,54145,-0.01570243772470303,9.185649120426989,0.0536471,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54145/
193,193,54189,-0.06952889979329058,9.62602166095885,0.091647,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54189/
196,196,54236,-0.004263934997430274,8.83096749322865,0.204559,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54236/
197,197,56347,-0.011798066136343266,8.012200618225958,0.000988701,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/56347/
253,253,77499,-0.003815037288846801,8.646811362238317,0.0150013,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/77499/
254,254,77761,-0.03650586984411412,8.061416414606924,0.00119385,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/77761/
281,281,92845,-0.058341055484279376,9.98773432909093,15.5853,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92845/
285,285,92849,-0.027912589336776438,9.770704202969156,0.270278,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92849/
292,292,92858,-0.08684228471639456,9.6219452509888,3.10542,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92858/
295,295,92863,0.003059740063630301,9.680758794071822,3.7522800000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92863/
299,299,92870,-0.06655810340540746,9.555983604755797,3.4215800000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92870/
301,301,92872,-0.05651443050861449,9.49105757255289,0.881934,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92872/
304,304,92889,-0.02023150282435528,9.206505596325448,0.08239500000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92889/
307,307,92900,0.0012726460679158835,9.19036892287984,1.26609,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92900/
308,308,92906,-0.06529288750370048,9.127159337958961,1.07514,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92906/
312,312,92918,-0.10829621178192758,9.000819858860726,0.30951999999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92918/
314,314,92925,0.006492098288477077,9.038016632750796,0.616372,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92925/
315,315,92926,-0.007140704455959491,9.01873390438474,0.272744,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92926/
316,316,92943,-0.01001355013521847,8.96429763628124,1.8584599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92943/
317,317,92947,0.02433512286485281,8.894764287988494,0.7706569999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92947/
318,318,92954,-0.001400712134111748,8.884062682855433,1.29102,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92954/
319,319,92959,-0.029688549601309514,8.85242704400731,0.730376,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92959/
320,320,93022,-0.0005350361542257875,8.574910847465345,0.142728,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/93022/
322,322,93054,-0.008155040621421916,8.484537304006379,0.0687065,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/93054/
340,340,105165,-0.077540919495938,9.417770452716468,1.59493,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105165/
344,344,105212,-0.012615617713131279,8.872798638274599,0.006192100000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105212/
346,346,105217,-0.013719660684581728,8.979239398350638,0.657139,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105217/
347,347,105228,-0.00859156513204362,8.770965007870418,0.00431983,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105228/
349,349,105237,-0.04538842337357045,8.708695077299192,0.0310608,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105237/
350,350,105239,-0.01569427947819924,8.855165099006674,0.383027,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105239/
351,351,105294,-0.0075591006923732,8.561535155668949,0.0317129,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105294/
352,352,105416,-0.002070629729557183,8.25147332979943,0.00203287,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105416/
378,378,115185,-0.06380287684358454,9.53007183368462,7.294060000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115185/
379,379,115190,-0.030454641146808518,9.489874233520725,3.21493,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115190/
380,380,115194,-0.07330118931734164,9.34114731315426,1.4532,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115194/
389,389,115268,-0.007557282823334166,8.744689026011253,0.0747758,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115268/
390,390,115616,-0.11117889429811596,8.417078998457697,0.00141689,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115616/
414,414,124571,-0.018106760601508842,8.409853786877695,0.0554645,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/124571/
415,415,124587,-0.0033313315037666325,8.333031463338306,0.0782931,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/124587/
447,447,131774,-0.03063635740093507,9.004908775210774,0.116451,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131774/
448,448,131804,-0.016384987750926342,8.743672213052553,0.0102535,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131804/
449,449,131806,-0.04737070729857629,8.635800036055366,0.08955089999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131806/
450,450,131810,-0.009366319326901629,8.733145830277541,0.053338199999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131810/
451,451,131838,-0.024995254071672468,8.604824019617435,0.0500023,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131838/
452,452,131842,-0.026284222715344363,8.504993677271342,0.038093,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131842/
453,453,131861,-0.007734310149665856,8.502984818137035,0.0149035,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131861/
454,454,131862,-0.012157088899650505,8.497554800063813,0.00738256,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131862/
455,455,131863,-0.009613680979108086,8.501855784912767,0.043236699999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131863/
456,456,131873,-0.010200112498577774,8.473235837151309,0.0360577,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131873/
457,457,131879,0.0012059697834254644,8.467571187752684,0.0451444,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131879/
458,458,131885,0.0038148668307939064,8.44609889340437,0.0186363,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131885/
459,459,131894,-0.009540656838613605,8.41075108984546,0.061901599999999994,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131894/
460,460,131923,-0.03205612688730825,8.287981470624677,0.0103574,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131923/
503,503,139941,-0.0405472658847366,8.968509144052543,0.328075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139941/
506,506,139960,-0.004758676359615778,8.849245451438676,0.09581189999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139960/
508,508,139965,-0.02203787096264009,8.802269623819884,0.13080799999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139965/
510,510,139980,-0.006666202488167627,8.729993626309996,0.048254000000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139980/
511,511,139981,-0.00984200261621487,8.69343406353936,0.018877599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139981/
513,513,140024,-0.005950964103123585,8.4721779771789,0.014358100000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140024/
514,514,140053,-0.0007341854156823758,8.364279230678067,0.028368099999999997,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140053/
515,515,140060,-0.003044064106438871,8.373491883319542,0.00115348,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140060/
516,516,140075,0.0011473818702797498,8.301862652546836,0.00042428199999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140075/
517,517,140320,-0.0006924239300876156,7.818099989857062,7.18432e-05,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140320/
543,543,146996,-0.022606293501515884,9.923300476336953,0.369745,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/146996/
549,549,147006,-0.07636631907264019,9.625634714303207,0.0789061,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147006/
552,552,147012,-0.0010393138716273675,9.076039105464274,0.835313,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147012/
553,553,147026,-0.0032774417756911145,8.88498272774558,0.03759,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147026/
555,555,147165,0.009946060763408426,8.702723520885968,0.00741826,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147165/
586,586,153361,-0.0056170711142247524,9.092440284436526,0.0648264,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153361/
588,588,153396,-0.00856789202457553,8.769648517883821,0.291827,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153396/
589,589,153402,-0.040085506640822784,8.713842829994068,0.06822919999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153402/
590,590,153406,-0.006149970429448491,8.706633887059668,0.019413099999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153406/
591,591,153413,-0.0113197211715792,8.650109835429706,0.213178,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153413/
592,592,153419,-0.023047330033419744,8.61738174821261,0.0309873,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153419/
593,593,153456,-0.039522905627815914,8.462804586907222,0.047786300000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153456/
594,594,153457,-0.025092323878848112,8.49300481153819,0.0191232,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153457/
596,596,153609,-0.011083737576156771,8.12680997463488,0.000851075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153609/
616,616,160834,-0.08036297505199304,9.475822114693628,1.432,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160834/
619,619,160842,-0.01095181838290886,9.244325704363213,0.0124441,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160842/
620,620,160848,-0.07687119222834203,9.152695400015473,0.34574699999999997,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160848/
621,621,160851,-0.020332558931831942,9.609260646728048,0.0536029,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160851/
623,623,160854,-0.031989540490561616,9.177729431967672,1.67475,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160854/
625,625,160860,-0.02036178398944121,9.094343092144472,0.603432,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160860/
627,627,160864,-0.0052574285850960295,9.063348984924238,0.0516774,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160864/
628,628,160867,-0.09121909446174303,8.994795098618198,0.592483,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160867/
629,629,160874,-0.030768627570995744,8.975029310963052,0.255346,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160874/
630,630,160875,-0.022026605975079917,8.956147437553177,0.093842,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160875/
631,631,160887,0.00027398829845703965,8.753508650974156,0.0141901,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160887/
632,632,160891,0.00880004586629391,8.751559105710419,0.183283,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160891/
633,633,160897,-0.0041093112155443645,8.691638165064399,0.56766,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160897/
634,634,160909,-0.007386089729967348,8.605921546864844,0.08561239999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160909/
635,635,160917,-0.013734636952442704,8.478167156466817,0.0505538,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160917/
636,636,160936,-0.01100091346637333,8.485796007858884,0.0720221,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160936/
637,637,160946,-0.005760022261344755,8.492922390988168,0.014523,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160946/
638,638,160976,0.000975303117688786,8.285397165654722,0.000658244,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160976/
639,639,160986,-0.002966995793548089,8.369403221206742,0.0166985,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160986/
640,640,160987,-0.0033343645652541554,8.365082121288612,0.0406075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160987/
657,657,166620,-0.07215295032619085,9.577303154347717,1.9041700000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166620/
661,661,166626,-0.07604442411385405,9.353272477411108,2.0352,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166626/
663,663,166628,-0.016395791836712803,9.24937350125451,0.136009,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166628/
666,666,166632,-0.027434819575726133,9.31783765151811,3.1184,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166632/
670,670,166641,-0.036691405688130015,9.202582584404924,2.1265,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166641/
674,674,166654,-0.010159484332192823,9.042399822899133,0.38013600000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166654/
675,675,166675,-0.03048332199355808,8.761076022578028,0.163373,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166675/
676,676,166685,-0.0025273971469585987,8.677091596286234,0.16078900000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166685/
677,677,166731,0.0038900478470742525,8.368635722553744,0.0314026,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166731/
678,678,166768,-0.00819848282027591,8.289761638748162,0.039520400000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166768/
679,679,167160,-0.006030512435908132,8.319481344190098,0.00016653599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/167160/
689,689,173144,-0.03694771291543045,10.071313864590856,11.2666,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173144/
693,693,173148,-0.07082759659999338,9.807902567629927,9.09913,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173148/
695,695,173150,-0.012878072098454265,9.84621398508355,12.3358,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173150/
696,696,173151,-0.09944046915453646,9.75411891681198,3.25038,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173151/
698,698,173154,-0.07310777883900421,9.682818462820693,4.19955,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173154/
700,700,173156,-0.06906246954313877,9.691305499799645,3.8194800000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173156/
702,702,173158,-0.05004419108261296,9.589178254606912,7.34236,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173158/
703,703,173159,-0.09780335100610588,9.448527408381354,2.70451,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173159/
704,704,173161,-0.015004299480645543,9.481729873602967,3.96694,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173161/
705,705,173163,-0.10179990470533153,9.431363764158988,2.12608,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173163/
707,707,173168,-0.009407346175379638,9.44521200107049,3.1469400000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173168/
708,708,173170,-0.07225629525223272,9.404996237814792,4.0894900000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173170/
710,710,173172,-0.05817430602565499,9.293261073020943,0.46395699999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173172/
712,712,173174,-0.029206122149809,9.382271287820194,1.9454799999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173174/
713,713,173175,-0.05542181533881396,9.325552504973894,8.90833,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173175/
717,717,173183,-0.020962447987771173,9.23468970898331,1.9332200000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173183/
718,718,173185,-0.017016430013144325,9.198071569267645,2.33115,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173185/
719,719,173190,-0.030928208780437894,9.08547186610562,2.4664200000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173190/
721,721,173197,-0.030164212024171636,8.940190803442153,0.060215,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173197/
722,722,173199,-0.004364630062924979,9.033594687096718,1.15867,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173199/
729,729,178503,-0.03870651948394599,9.75481628149317,4.30476,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178503/
736,736,178512,-0.09775560127374684,9.758903403622178,0.37614000000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178512/
740,740,178520,-0.009695823209145991,9.125001241280511,0.0193585,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178520/
743,743,178544,-0.01913487280581028,8.865257711195976,0.127672,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178544/
744,744,178623,0.008838569038794541,8.332226689695206,0.00039229900000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178623/
745,745,178625,0.0037210616692947562,8.32015671568422,0.00613031,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178625/
746,746,178636,-0.0007737942799714848,8.277956531813414,0.00203268,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/178636/
768,768,184200,-0.05131209829934735,9.97787542288856,0.306278,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184200/
770,770,184202,-0.01413158167757835,9.711874448040037,0.123884,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184202/
779,779,184216,-0.018839561291628813,9.176970838793306,0.81283,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184216/
781,781,184221,0.0022515953324707683,9.131467307213024,0.337125,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184221/
782,782,184222,-0.0730496140211514,9.105457383467737,0.527899,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184222/
783,783,184228,-0.017258131207208722,8.986138083914248,0.09616010000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184228/
784,784,184237,-0.02300450895097028,8.879669882275005,0.14073,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184237/
785,785,184239,-0.008534968006963739,8.857209597768671,0.00580669,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184239/
786,786,184240,-0.0323817767636736,8.847354405049563,0.12431700000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184240/
787,787,184243,0.006925655827512811,8.79867653408583,0.031363,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184243/
788,788,184248,-0.04909816132163458,8.712204168330924,0.111823,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184248/
789,789,184252,-0.1175702513742166,9.107389245805207,0.00959995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184252/
790,790,184257,-0.026382568250275483,8.645159940270567,0.0532867,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184257/
791,791,184291,-0.009958636922971165,8.443935930297295,0.0536323,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184291/
792,792,184297,0.005936094211490106,8.436326536094402,0.00561327,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184297/
793,793,184318,-0.02274210364356355,8.359850600183119,0.00209554,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184318/
795,795,184376,-0.00582259157166698,8.151380799366063,0.0151596,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184376/
796,796,184460,-0.03454259475869023,7.977163107601789,0.00100468,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/184460/
815,815,190064,-0.0740395055667249,9.234768129462893,1.7199799999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/190064/
819,819,190071,-0.049622785516479306,9.039669906216579,0.100175,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/190071/
820,820,190072,-0.0022292629096007928,9.138920065404255,0.30730100000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/190072/
