,slope,met,mass,id,sfr,AICval
0,-0.0024721096329298753,0.016831664368510246,6202.95263671875,0.0,357.7689208984375,2.0
1,-0.004764027459156636,0.026948105543851852,3122.052978515625,1.0,6.688844680786133,2.0
2,-0.004365580129342739,0.04628961160778999,407.02593994140625,2.0,6.177358627319336,2.0
3,-0.00041861837520912207,0.01637905277311802,190.3147430419922,3.0,7.110748767852783,2.0
4,-0.006766702321326881,0.025464175269007683,34.736656188964844,8.0,7.841796398162842,2.0
5,-0.0019644086531900307,0.031293485313653946,37.32286071777344,9.0,1.4190396070480347,1.0
6,-0.003347333194073432,0.04013064503669739,30.309993743896484,10.0,2.303436517715454,1.0
7,,,,,,
8,0.00024548600079361555,0.02623860165476799,10.842753410339355,13.0,0.00015588273527100682,1.0
9,-0.0086767395866163,0.02766064926981926,22.00704574584961,14.0,3.300593376159668,2.0
10,9.060372933346539e-05,0.021828697994351387,12.99879264831543,15.0,1.0989629030227661,2.0
11,-0.005406739345682595,0.01684202253818512,17.563358306884766,16.0,4.3439788818359375,1.0
12,-0.0034786199663844387,0.04018646106123924,16.901512145996094,17.0,1.1641907691955566,1.0
13,-2.4005455168709033e-05,0.037538256496191025,13.073445320129395,18.0,0.0002077427925541997,1.0
14,-0.0006355107682027654,0.05354961007833481,4.522850036621094,19.0,0.05335378646850586,1.0
15,-0.007300293961941134,0.03642130643129349,11.682894706726074,22.0,0.2621771991252899,1.0
16,-0.0016250333977318465,0.005170553922653198,10.480375289916992,23.0,2.4573614597320557,2.0
17,-0.004449439507204372,0.030812621116638184,11.193528175354004,24.0,0.23598363995552063,1.0
18,-0.005746541996390464,0.023909160867333412,10.836151123046875,25.0,2.0990147590637207,2.0
19,-0.003162143135218796,0.0439826101064682,10.255885124206543,26.0,0.11749802529811859,1.0
20,-0.01123729769384725,0.05360965058207512,9.304814338684082,27.0,0.600557267665863,2.0
21,-0.0027398065526931716,0.026165436953306198,10.639875411987305,28.0,1.7424724102020264,1.0
22,-0.008307139711039512,0.03865766152739525,9.134047508239746,29.0,0.7939073443412781,2.0
23,-0.005786580429049781,0.035915177315473557,8.842239379882812,31.0,0.7088512182235718,1.0
24,-0.004228572976321023,0.048988811671733856,8.426582336425781,32.0,0.2885623574256897,1.0
25,-0.001713106965338169,0.024852478876709938,9.322759628295898,34.0,0.2763245701789856,1.0
26,-0.0007596380679264266,0.04334254935383797,4.43508243560791,35.0,0.007712694816291332,1.0
27,-0.004715947404697782,0.030384529381990433,7.4068193435668945,36.0,0.557790219783783,1.0
28,-0.004797038302238814,0.01954372227191925,7.532620906829834,39.0,3.2382891178131104,2.0
29,-0.008556308324221558,0.06506399065256119,1.8564567565917969,42.0,41.22970199584961,2.0
30,-0.013564829038490843,0.042619943618774414,4.826467037200928,43.0,0.379391610622406,2.0
31,-0.00168934896921887,0.05351850390434265,2.8645105361938477,44.0,0.016473351046442986,2.0
32,-0.0068396895951970535,0.0698520839214325,1.576577067375183,45.0,9.347346305847168,1.0
33,-0.006293580798528486,0.04370402544736862,6.15985107421875,47.0,0.2918663024902344,1.0
34,-0.0018811740993504714,0.039683107286691666,6.871483325958252,49.0,0.12049722671508789,2.0
35,-0.003162347014300724,0.062219973653554916,4.58430814743042,50.0,0.06320507824420929,1.0
36,-0.0008764321650226221,0.04372608661651611,4.033517837524414,51.0,0.017137175425887108,1.0
37,-0.004223997166416535,0.01992115005850792,6.706998348236084,53.0,0.27675068378448486,1.0
38,-0.006072949144314667,0.051939669996500015,1.3816208839416504,54.0,38.154720306396484,1.0
39,-0.0048990769640496,0.019040163606405258,5.899861812591553,55.0,0.22314301133155823,1.0
40,-0.004612225076543884,0.10164648294448853,1.6067790985107422,56.0,0.09039028733968735,1.0
41,-0.0038177956667124757,0.014819962903857231,4.330371379852295,62.0,0.6106504797935486,1.0
42,-0.002530108454118169,0.005041269585490227,3.604462146759033,65.0,0.4695799648761749,1.0
43,-0.00698377996440791,0.05431695654988289,1.007607340812683,66.0,67.30023956298828,2.0
44,-0.0029720161902832575,0.009042738005518913,3.90220046043396,67.0,0.405040979385376,1.0
45,-0.00929892644946224,0.02703322470188141,3.7514402866363525,69.0,0.13454669713974,1.0
46,-0.0030936263196770864,0.05201166123151779,1.3006829023361206,70.0,0.01757361739873886,1.0
47,-0.0010112382826892355,0.004781050607562065,4.226013660430908,71.0,0.062216561287641525,1.0
48,-0.0013352466405709444,0.006831054575741291,3.8810226917266846,73.0,0.03149954974651337,1.0
49,-0.003614737985462968,0.015322291292250156,3.132995843887329,75.0,0.20269353687763214,2.0
50,-0.0063253132745631655,0.02792246639728546,3.0024921894073486,76.0,0.12399399280548096,2.0
51,-0.008231548307423507,0.024053944274783134,2.941141128540039,78.0,0.15695533156394958,1.0
52,-0.005306600358922507,0.04218738153576851,3.237844944000244,79.0,0.007007816806435585,1.0
53,-0.0002777241972491183,0.054952140897512436,3.2906272411346436,83.0,0.0017603316809982061,2.0
54,-0.003959190029251343,0.013592548668384552,3.2165887355804443,84.0,0.1410224884748459,1.0
55,-0.0022235389421991405,0.0189993716776371,3.0041913986206055,86.0,0.0771990492939949,1.0
56,-0.0011186164595192007,0.008641669526696205,3.2304117679595947,91.0,0.020416712388396263,2.0
57,-0.004287343713594308,0.011486031115055084,2.6125786304473877,93.0,0.1080886498093605,1.0
58,-0.0012722913898724514,0.0035967864096164703,2.7929751873016357,95.0,0.07891865819692612,2.0
59,-0.005918486610699563,0.06575360149145126,0.5499096512794495,96.0,3.5472288131713867,1.0
60,-0.0018030868478595482,0.00718108331784606,2.3664841651916504,98.0,0.0660054087638855,2.0
61,0.0002022592954084743,0.04299145191907883,2.424905300140381,99.0,0.0006848998018540442,1.0
62,-0.0017427248540231783,0.005924039054661989,2.0435452461242676,100.0,0.26183560490608215,1.0
63,-0.007704188057119815,0.06051360070705414,0.5466533899307251,101.0,16.031925201416016,1.0
64,-0.0035768077192734585,0.009878811426460743,2.1737587451934814,103.0,0.1606481671333313,2.0
65,-0.0028273981441817586,0.007488914765417576,2.504397392272949,105.0,0.03385636582970619,1.0
66,-0.003017421577555251,0.008069892413914204,2.26218318939209,106.0,0.030670350417494774,1.0
67,-0.007162043546049722,0.07240317016839981,0.5073482990264893,109.0,12.371261596679688,1.0
68,-0.005014936036196764,0.042703162878751755,0.5103835463523865,112.0,24.827804565429688,1.0
69,-0.003159808284500274,0.00912234652787447,2.0840251445770264,115.0,0.0450306311249733,1.0
70,-0.008149920310836166,0.09437786787748337,0.3785383701324463,118.0,0.5394824743270874,1.0
71,-0.00587799209412232,0.05206521227955818,0.4482153356075287,119.0,41.49354553222656,1.0
72,-8.217898163011663e-05,0.014914620667696,0.4884295165538788,120.0,4.917360305786133,2.0
73,-0.0016557001836895768,0.007896722294390202,1.1836004257202148,123.0,0.1930127739906311,2.0
74,-0.008386283299503996,0.08219565451145172,0.34596702456474304,125.0,0.7720509767532349,1.0
75,-0.019914648116118084,0.013491325080394745,1.6842924356460571,126.0,0.08316647261381149,1.0
76,3.695464460917225e-05,0.06382734328508377,1.0583289861679077,129.0,0.0003807269677054137,1.0
77,-0.00481625580587343,0.005007851403206587,1.6187084913253784,130.0,0.07383263856172562,1.0
78,-0.004028270994895124,0.05949478968977928,0.31444862484931946,131.0,0.21656228601932526,1.0
79,-0.009028522034191244,0.07581710070371628,0.33991217613220215,134.0,1.6316814422607422,1.0
80,3.096324250581002e-05,0.020207256078720093,1.9028278589248657,140.0,0.0005501548876054585,1.0
81,-0.003314078600602073,0.027745090425014496,1.3914265632629395,147.0,0.01944306679069996,1.0
82,-0.007579187414075457,0.00811337772756815,1.560393214225769,148.0,0.012510741129517555,1.0
83,-0.008464179555819754,0.0737743154168129,0.28069472312927246,151.0,1.8281378746032715,2.0
84,-0.002437274565427287,0.006053203251212835,1.007107138633728,160.0,0.07487299293279648,1.0
85,-0.0014249033072473599,0.04157746583223343,0.3000854253768921,162.0,0.8886660933494568,2.0
