,Unnamed: 0,id,slope,AIC,met,mass,sfr,url
85,85,162,-0.0014249033072473599,2.0,0.04157746583223343,9.646399095085453,0.888666,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/162/
87,87,168,-0.006588724278201649,1.0,0.08718731254339218,9.523875823196168,0.8388,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/168/
88,88,170,-0.007952833391482636,1.0,0.08919067680835724,9.533778960964387,0.942679,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/170/
89,89,171,-0.004224786033107497,1.0,0.041303399950265884,9.523449607577263,15.1204,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/171/
90,90,176,-0.0067372543374928364,1.0,0.04644715040922165,9.559867414292944,8.55467,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/176/
92,92,181,-0.00025786309287841974,1.0,0.01294823456555605,9.575863563849852,2.39339,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/181/
93,93,185,-0.0021907631875728814,1.0,0.026009246706962585,9.551092552748406,19.7175,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/185/
94,94,187,-0.013538216043458843,2.0,0.07465001940727234,9.502791477920605,3.5132199999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/187/
95,95,188,-0.006228395955680234,1.0,0.05584193393588066,9.510250866214804,6.98398,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/188/
99,99,199,-0.013296904235708258,2.0,0.07373692840337752,9.407838077860507,1.14455,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/199/
101,101,216,-0.0028669576339304115,2.0,0.021172359585762024,9.681843205374902,0.493841,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/216/
103,103,220,-0.003459693345767773,1.0,0.09279779344797134,9.296664542665397,0.0469221,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/220/
106,106,226,0.000649602703253208,1.0,0.02150666154921055,9.397267594953783,5.661490000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/226/
109,109,250,-0.014508940577578178,2.0,0.052551109343767166,9.269228828384787,2.56523,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/250/
111,111,261,-0.0003867098499186172,1.0,0.014223448932170868,9.317538409335151,1.81351,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/261/
112,112,265,-0.0017328296722526975,2.0,0.0305099468678236,9.271927994822693,2.6232900000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/265/
113,113,273,-0.015543219194725453,1.0,0.095957949757576,9.187996720231952,0.194605,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/273/
114,114,282,0.00011465003350948479,1.0,0.013666588813066484,9.269590836722244,1.46442,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/282/
115,115,287,-0.0004901602213020725,2.0,0.020421748980879784,9.255856243901764,2.31325,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/287/
116,116,288,-0.005526663956585985,1.0,0.03819156810641289,9.253319830347287,10.1243,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/288/
117,117,302,-0.004011447946628444,2.0,0.028121594339609143,9.193217468585043,4.4701900000000006,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/302/
118,118,322,-0.0005734125702099555,1.0,0.018987545743584636,9.177175533761073,0.8322870000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/322/
120,120,343,7.020643781311145e-05,1.0,0.027546118944883347,9.149217293872294,4.83515,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/343/
121,121,351,-0.0008724271578934581,1.0,0.026302026584744453,9.123146318912477,2.48406,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/351/
123,123,418,7.931475269923991e-05,1.0,0.017703503370285034,8.988139064105475,0.7098140000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/418/
124,124,425,0.0002905931427325055,1.0,0.017671281471848488,8.949162313457563,0.502947,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/425/
125,125,427,-0.0001130945583611302,2.0,0.015037715435028074,8.975524743959888,0.516845,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/427/
126,126,470,1.2438549463424045e-05,1.0,0.009016672149300577,8.874265546455307,0.43098800000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/470/
128,128,514,-0.003013047416589091,1.0,0.0410592220723629,8.793900865864153,0.268726,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/514/
131,131,728,0.00032414004300565974,2.0,0.016453338786959648,8.612965208812788,0.16184400000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/728/
132,132,846,-0.00013692656978489304,1.0,0.0175536647439003,8.586493618010785,0.377184,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/846/
133,133,853,-0.0004359145912740793,1.0,0.02222754806280136,8.546388184444139,0.28839499999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/853/
135,135,1437,-0.00043632931908558733,1.0,0.01039773691445589,8.656632564130287,0.0122084,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/1437/
177,177,54110,-0.0077722664519925,1.0,0.052372261881828315,9.550356558069133,0.7859470000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54110/
179,179,54114,-0.007005559686436167,1.0,0.05683738365769386,9.56454411210469,3.196,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54114/
181,181,54120,-0.0049026880555002724,1.0,0.03958496078848839,9.498100867213175,5.19597,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54120/
183,183,54123,-0.006988982218322472,2.0,0.04612356051802635,9.475659180565467,3.7576,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54123/
189,189,54145,-0.00332221409191158,1.0,0.0881367102265358,9.185649120426989,0.0536471,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54145/
193,193,54189,-0.0010480331983909008,1.0,0.006412200629711151,9.62602166095885,0.091647,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54189/
196,196,54236,-0.00011101783480178591,1.0,0.0309336818754673,8.83096749322865,0.204559,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/54236/
197,197,56347,-0.00022812623990400299,1.0,0.003436756320297718,8.012200618225958,0.000988701,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/56347/
253,253,77499,-0.000252394409955379,1.0,0.009519594721496105,8.646811362238317,0.0150013,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/77499/
254,254,77761,-0.002351580493619105,1.0,0.0357549786567688,8.061416414606924,0.00119385,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/77761/
281,281,92845,-0.004625445039912801,1.0,0.03544766083359718,9.98773432909093,15.5853,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92845/
285,285,92849,-0.0032973375002013287,1.0,0.1005146950483322,9.770704202969156,0.270278,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92849/
292,292,92858,-0.010010455922554048,2.0,0.05594298243522644,9.6219452509888,3.10542,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92858/
295,295,92863,-0.0001496255980190943,1.0,0.013241958804428577,9.680758794071822,3.7522800000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92863/
299,299,92870,-0.006838616140244928,2.0,0.05975456908345224,9.555983604755797,3.4215800000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92870/
301,301,92872,-0.009767075891553414,1.0,0.08132579922676086,9.49105757255289,0.881934,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92872/
304,304,92889,-0.005588038523535256,1.0,0.09360633790493013,9.206505596325448,0.08239500000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92889/
307,307,92900,0.00010710683417638236,1.0,0.014863085001707075,9.19036892287984,1.26609,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92900/
308,308,92906,-0.005233763748178321,1.0,0.03935875743627548,9.127159337958961,1.07514,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92906/
312,312,92918,-0.01531606849977864,1.0,0.07391896098852158,9.000819858860726,0.30951999999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92918/
314,314,92925,-0.0002357589298749603,2.0,0.016734832897782326,9.038016632750796,0.616372,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92925/
315,315,92926,-0.00014907984496860598,1.0,0.010746682062745094,9.01873390438474,0.272744,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92926/
316,316,92943,-0.000489179439657411,1.0,0.021808594465255737,8.96429763628124,1.8584599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92943/
317,317,92947,0.0006340527545329537,1.0,0.0147828608751297,8.894764287988494,0.7706569999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92947/
318,318,92954,-0.00028530375275829877,1.0,0.02169643901288509,8.884062682855433,1.29102,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92954/
319,319,92959,-0.0009920720629904474,1.0,0.018018519505858418,8.85242704400731,0.730376,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/92959/
320,320,93022,-0.0003520481682248897,1.0,0.011756443418562412,8.574910847465345,0.142728,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/93022/
322,322,93054,-0.00011919970827961399,1.0,0.010857259854674341,8.484537304006379,0.0687065,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/93054/
340,340,105165,-0.007826517141356164,2.0,0.06531206518411636,9.417770452716468,1.59493,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105165/
344,344,105212,-0.0013940506839417626,1.0,0.07219675183296204,8.872798638274599,0.006192100000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105212/
346,346,105217,-0.00040330227254311023,1.0,0.015552762895822525,8.979239398350638,0.657139,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105217/
347,347,105228,-0.0008743984245115642,2.0,0.09369131177663803,8.770965007870418,0.00431983,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105228/
349,349,105237,-0.00576720641982264,1.0,0.08195964992046356,8.708695077299192,0.0310608,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105237/
350,350,105239,-0.0004893237695151155,2.0,0.01778038963675499,8.855165099006674,0.383027,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105239/
351,351,105294,-1.6611615362710736e-05,1.0,0.002632128307595849,8.561535155668949,0.0317129,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105294/
352,352,105416,-2.4146151460960956e-05,2.0,0.00044774214620701974,8.25147332979943,0.00203287,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/105416/
378,378,115185,-0.0065653986527962616,1.0,0.05076969787478447,9.53007183368462,7.294060000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115185/
379,379,115190,-0.0010864275712162317,1.0,0.015821687877178192,9.489874233520725,3.21493,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115190/
380,380,115194,-0.011926522477008003,2.0,0.06786636263132095,9.34114731315426,1.4532,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115194/
389,389,115268,-0.00011223997904001989,1.0,0.008261977694928646,8.744689026011253,0.0747758,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115268/
390,390,115616,-0.00024729861286090825,1.0,0.0029947273433208466,8.417078998457697,0.00141689,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/115616/
414,414,124571,-0.00024275902108643042,2.0,0.011646464467048643,8.409853786877695,0.0554645,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/124571/
415,415,124587,-3.75524942366503e-05,2.0,0.00723704369738698,8.333031463338306,0.0782931,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/124587/
447,447,131774,-0.0003096443862858581,2.0,0.007388688623905181,9.004908775210774,0.116451,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131774/
448,448,131804,0.0005479131535646977,1.0,0.00965413637459278,8.743672213052553,0.0102535,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131804/
449,449,131806,-0.003249984232828041,2.0,0.046148613095283515,8.635800036055366,0.08955089999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131806/
450,450,131810,-8.500836062282748e-05,1.0,0.005522967781871557,8.733145830277541,0.053338199999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131810/
451,451,131838,-0.00043141958081323816,1.0,0.005464557558298111,8.604824019617435,0.0500023,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131838/
452,452,131842,-0.0018155181041610488,2.0,0.03904147446155548,8.504993677271342,0.038093,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131842/
453,453,131861,0.00023303693249939557,1.0,0.007936573587357998,8.502984818137035,0.0149035,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131861/
454,454,131862,-0.0007356142515704477,1.0,0.006985774729400872,8.497554800063813,0.00738256,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131862/
455,455,131863,-0.0005025783786257607,1.0,0.012843323871493341,8.501855784912767,0.043236699999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131863/
456,456,131873,-0.00020982857204688679,1.0,0.016837211325764656,8.473235837151309,0.0360577,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131873/
457,457,131879,0.00021421689031712063,1.0,0.005582201760262251,8.467571187752684,0.0451444,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131879/
458,458,131885,-0.00013190501725491438,1.0,0.007980496622622013,8.44609889340437,0.0186363,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131885/
459,459,131894,-0.00015365975001152606,1.0,0.012179078534245493,8.41075108984546,0.061901599999999994,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131894/
460,460,131923,-0.0010760608512055108,2.0,0.016397107392549515,8.287981470624677,0.0103574,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/131923/
503,503,139941,-0.002128914412309754,1.0,0.020500222221016884,8.968509144052543,0.328075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139941/
506,506,139960,-9.348713748154638e-05,1.0,0.010305833071470259,8.849245451438676,0.09581189999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139960/
508,508,139965,0.00032943633597234354,1.0,0.012663464061915873,8.802269623819884,0.13080799999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139965/
510,510,139980,-0.0002613898620394397,1.0,0.010934039950370787,8.729993626309996,0.048254000000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139980/
511,511,139981,-5.116219232141983e-05,2.0,0.008849485777318478,8.69343406353936,0.018877599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/139981/
513,513,140024,-0.00018323629659966774,1.0,0.009934998117387295,8.4721779771789,0.014358100000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140024/
514,514,140053,6.269498253452609e-06,1.0,0.0055779856629669675,8.364279230678067,0.028368099999999997,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140053/
515,515,140060,1.8400331006631508e-05,1.0,0.009569401852786541,8.373491883319542,0.00115348,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140060/
516,516,140075,-3.1263070289970915e-05,1.0,0.00521449837833643,8.301862652546836,0.00042428199999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140075/
517,517,140320,0.00016746483743190765,3.0,0.009906050749123095,7.818099989857062,7.18432e-05,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/140320/
543,543,146996,-0.0009555555459187057,2.0,0.008581528440117836,9.923300476336953,0.369745,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/146996/
549,549,147006,-0.0007895290115707756,2.0,0.0068981628865003594,9.625634714303207,0.0789061,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147006/
552,552,147012,-8.09313994985004e-05,2.0,0.014490806497633455,9.076039105464274,0.835313,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147012/
553,553,147026,-0.00015184625791780438,2.0,0.011018600314855577,8.88498272774558,0.03759,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147026/
555,555,147165,-9.774598435498628e-05,1.0,0.0031366467010229826,8.702723520885968,0.00741826,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/147165/
586,586,153361,-5.203326782004592e-05,1.0,0.003431378630921245,9.092440284436526,0.0648264,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153361/
588,588,153396,-0.00011566931005631841,1.0,0.010928815230727196,8.769648517883821,0.291827,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153396/
589,589,153402,-0.00044448133627131173,2.0,0.006235937122255564,8.713842829994068,0.06822919999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153402/
590,590,153406,-5.929890856532096e-05,1.0,0.0037094363942742343,8.706633887059668,0.019413099999999996,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153406/
591,591,153413,-3.6266278215849625e-05,2.0,0.012690703384578228,8.650109835429706,0.213178,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153413/
592,592,153419,-0.00023823485013002246,1.0,0.009168432094156742,8.61738174821261,0.0309873,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153419/
593,593,153456,-0.0013078111506193127,2.0,0.015745950862765312,8.462804586907222,0.047786300000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153456/
594,594,153457,-0.00020222124662200834,2.0,0.004578420426696539,8.49300481153819,0.0191232,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153457/
596,596,153609,4.486720699051736e-06,1.0,0.0076351473107934,8.12680997463488,0.000851075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/153609/
616,616,160834,-0.008844385564504741,1.0,0.06479069590568542,9.475822114693628,1.432,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160834/
619,619,160842,-0.000802576214835474,1.0,0.06963580846786499,9.244325704363213,0.0124441,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160842/
620,620,160848,-0.011658099948299794,1.0,0.07255097478628159,9.152695400015473,0.34574699999999997,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160848/
621,621,160851,-0.0006911820247888923,1.0,0.0021591547410935163,9.609260646728048,0.0536029,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160851/
623,623,160854,-0.0014487951461751784,1.0,0.01936330832540989,9.177729431967672,1.67475,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160854/
625,625,160860,-0.0007396316225066822,1.0,0.014764169231057169,9.094343092144472,0.603432,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160860/
627,627,160864,-0.00011294031232014929,1.0,0.005068386439234018,9.063348984924238,0.0516774,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160864/
628,628,160867,-0.008811692498889715,2.0,0.05341297015547752,8.994795098618198,0.592483,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160867/
629,629,160874,-0.001167540725350787,1.0,0.013106315396726131,8.975029310963052,0.255346,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160874/
630,630,160875,-0.00030525798050213453,1.0,0.008059126324951649,8.956147437553177,0.093842,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160875/
631,631,160887,1.516132804417763e-05,1.0,0.005776389501988889,8.753508650974156,0.0141901,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160887/
632,632,160891,-0.0003426191884678513,1.0,0.017925150692462918,8.751559105710419,0.183283,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160891/
633,633,160897,-0.0001975517312387647,1.0,0.022680141031742096,8.691638165064399,0.56766,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160897/
634,634,160909,-3.4891002898544735e-05,1.0,0.005731536075472832,8.605921546864844,0.08561239999999999,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160909/
635,635,160917,-0.0011006541075768992,2.0,0.0343184694647789,8.478167156466817,0.0505538,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160917/
636,636,160936,-6.573369112371247e-05,2.0,0.008312821388244629,8.485796007858884,0.0720221,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160936/
637,637,160946,0.00014942165400568623,1.0,0.00682878727093339,8.492922390988168,0.014523,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160946/
638,638,160976,0.00017601811937626024,1.0,0.0738137885928154,8.285397165654722,0.000658244,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160976/
639,639,160986,-5.489109745852524e-05,1.0,0.006467464845627546,8.369403221206742,0.0166985,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160986/
640,640,160987,-5.386905477054416e-05,2.0,0.006482123862951994,8.365082121288612,0.0406075,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/160987/
657,657,166620,-0.01078840769102296,2.0,0.06408263742923738,9.577303154347717,1.9041700000000001,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166620/
661,661,166626,-0.008697066271020848,2.0,0.04954691976308823,9.353272477411108,2.0352,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166626/
663,663,166628,-0.003391918161003116,2.0,0.09082919359207152,9.24937350125451,0.136009,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166628/
666,666,166632,-0.0014315363461157693,1.0,0.0330788753926754,9.31783765151811,3.1184,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166632/
670,670,166641,-0.002896933477206922,1.0,0.0328352227807045,9.202582584404924,2.1265,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166641/
674,674,166654,-0.00038598872896031554,1.0,0.02845875918865204,9.042399822899133,0.38013600000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166654/
675,675,166675,-0.0009644727895547439,2.0,0.02395439706742764,8.761076022578028,0.163373,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166675/
676,676,166685,0.0001171903166812408,1.0,0.02482759952545166,8.677091596286234,0.16078900000000002,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166685/
677,677,166731,8.677874135533575e-05,1.0,0.024854835122823715,8.368635722553744,0.0314026,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166731/
678,678,166768,-0.0001636231108523458,1.0,0.026247972622513768,8.289761638748162,0.039520400000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/166768/
679,679,167160,-2.6710621439080937e-05,1.0,0.00022938025358598682,8.319481344190098,0.00016653599999999998,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/167160/
689,689,173144,-0.0037670535266707272,2.0,0.052860628813505166,10.071313864590856,11.2666,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173144/
693,693,173148,-0.006388553291953203,1.0,0.050687860697507865,9.807902567629927,9.09913,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173148/
695,695,173150,-0.0006443439076124767,2.0,0.01825613714754581,9.84621398508355,12.3358,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173150/
696,696,173151,-0.009884380477567062,2.0,0.06812435388565062,9.75411891681198,3.25038,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173151/
698,698,173154,-0.007663588537789366,2.0,0.06445018202066423,9.682818462820693,4.19955,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173154/
700,700,173156,-0.006569727923245283,1.0,0.0593310222029686,9.691305499799645,3.8194800000000004,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173156/
702,702,173158,-0.004292180485145886,2.0,0.0399181991815567,9.589178254606912,7.34236,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173158/
703,703,173159,-0.010441649159387528,2.0,0.04774847626686096,9.448527408381354,2.70451,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173159/
704,704,173161,-0.0020485321325665893,2.0,0.058470636606216424,9.481729873602967,3.96694,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173161/
705,705,173163,-0.010169438591757896,2.0,0.050266869366168976,9.431363764158988,2.12608,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173163/
707,707,173168,-0.0003214294249585085,1.0,0.016741419211030006,9.44521200107049,3.1469400000000003,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173168/
708,708,173170,-0.008639596430545904,1.0,0.05506286770105362,9.404996237814792,4.0894900000000005,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173170/
710,710,173172,-0.008701572361993185,1.0,0.07304137945175171,9.293261073020943,0.46395699999999995,http://www.tng-project.org/api/TNG50-1/snapshots/67/subhalos/173172/
